MLS Field Name,MLS Field Description,Grid Field Name,Grid Lookup Name,Grid Values,MLS Lookup Name,MLS Values
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Clubhouse,CommunityFeatures,Club House
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Concierge,CommunityFeatures,Concierge
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Dog Park,CommunityFeatures,Dog Park
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Elevator,CommunityFeatures,Elevator
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Fitness Center,CommunityFeatures,Fitness Center
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Gated,CommunityFeatures,Gated Community
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Game Court,CommunityFeatures,Game Court
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Golf,CommunityFeatures,Golf Course
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Helipad,CommunityFeatures,Helipad
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Hot Tub,CommunityFeatures,Hot Tub
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Lake Access,CommunityFeatures,Lake Access
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,None,CommunityFeatures,None
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Other,CommunityFeatures,Other
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Pickleball,CommunityFeatures,Pickleball
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Picnic Area,CommunityFeatures,Picnic Area
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Playground,CommunityFeatures,Playground
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Pond,CommunityFeatures,Pond
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Indoor Pool,CommunityFeatures,Indoor Pool
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Outdoor Pool,CommunityFeatures,Outdoor Pool
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Putting Green,CommunityFeatures,Putting Green
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Recreation Area,CommunityFeatures,Recreation Area
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Rooftop Terrace,CommunityFeatures,Rooftop Terrace
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,RV/Boat Storage,CommunityFeatures,RV/Boat Storage
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,RV Storage,CommunityFeatures,RV Storage
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Sauna,CommunityFeatures,Sauna
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Sidewalks,CommunityFeatures,Sidewalks
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Ski Slopes,CommunityFeatures,Ski Slopes
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Sport Court,CommunityFeatures,Sport Court
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Stable(s),CommunityFeatures,Stable(s)
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Street Lights,CommunityFeatures,Street Lights
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Tennis Court(s),CommunityFeatures,Tennis Court(s)
CommunityFeatures,Community Features,CommunityFeatures,CommunityFeatures,Walking Trails,CommunityFeatures,Walking Trails
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Aluminum,ConstructionMaterials,Aluminum
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Asbestos,ConstructionMaterials,Asbestos
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Block,ConstructionMaterials,Block
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Brick,ConstructionMaterials,Brick
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Brick - Solid,ConstructionMaterials,Brick - Solid
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Brick Full,ConstructionMaterials,Brick Full
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Brick Partial,ConstructionMaterials,Brick Partial
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Cedar Shake,ConstructionMaterials,Cedar Shake
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Block,ConstructionMaterials,Concrete Block
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Concrete,ConstructionMaterials,Concrete
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Fiber Cement,ConstructionMaterials,Fiber Cement
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Frame,ConstructionMaterials,Frame
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Glass,ConstructionMaterials,Glass
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Hardboard Siding,ConstructionMaterials,Hardboard Siding
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Hol Tile,ConstructionMaterials,Hol Tile
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Log,ConstructionMaterials,Log
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Metal,ConstructionMaterials,Metal
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,N/A,ConstructionMaterials,N/A
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Other - See Remarks,ConstructionMaterials,Other - See Remarks
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Rough Sawn,ConstructionMaterials,Rough Sawn
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Shingle/Shake,ConstructionMaterials,Shingle
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Stone,ConstructionMaterials,Stone
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Stone Veneer,ConstructionMaterials,Stone Veneer
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Stucco,ConstructionMaterials,Stucco
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Hard Stucco,ConstructionMaterials,Hard Stucco
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Synthetic Stucco,ConstructionMaterials,Synthetic Stucco
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Tilt up Walls,ConstructionMaterials,Tlt Wall
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Vinyl,ConstructionMaterials,Vinyl
ConstructionMaterials,Construction Materials,ConstructionMaterials,ConstructionMaterials,Wood,ConstructionMaterials,Wood
Cooling,Cooling,Cooling,Cooling,Attic Fan,Cooling,Attic Fan
Cooling,Cooling,Cooling,Cooling,Ceiling Fan(s),Cooling,Ceiling Fan(s)
Cooling,Cooling,Cooling,Cooling,Central Air,Cooling,Central Air
Cooling,Cooling,Cooling,Cooling,Dual,Cooling,Dual
Cooling,Cooling,Cooling,Cooling,Ductless,Cooling,Ductless
Cooling,Cooling,Cooling,Cooling,Electric,Cooling,Electric
Cooling,Cooling,Cooling,Cooling,Gas,Cooling,Gas
Cooling,Cooling,Cooling,Cooling,Geothermal,Cooling,Geothermal
Cooling,Cooling,Cooling,Cooling,ENERGY STAR Qualified Equipment,Cooling,ENERGY STAR Qualified Equipment
Cooling,Cooling,Cooling,Cooling,Heat Pump,Cooling,Heat Pump
Cooling,Cooling,Cooling,Cooling,Humidity Control,Cooling,Humidity Control
Cooling,Cooling,Cooling,Cooling,Multi Units,Cooling,Multi Units
Cooling,Cooling,Cooling,Cooling,N/A,Cooling,N/A
Cooling,Cooling,Cooling,Cooling,None,Cooling,None
Cooling,Cooling,Cooling,Cooling,Office Only,Cooling,Office only
Cooling,Cooling,Cooling,Cooling,Other - See Remarks,Cooling,Other - See Remarks
Cooling,Cooling,Cooling,Cooling,Separate Meters,Cooling,Separate Meters
Cooling,Cooling,Cooling,Cooling,Total,Cooling,Total Area
Cooling,Cooling,Cooling,Cooling,Varies by Unit,Cooling,Varies by Unit
Cooling,Cooling,Cooling,Cooling,Wall Unit(s),Cooling,Wall Unit(s)
Cooling,Cooling,Cooling,Cooling,Window Unit(s),Cooling,Window Unit(s)
Cooling,Cooling,Cooling,Cooling,Zoned,Cooling,Zoned
Country,Country,Country,Country,United States,Country,United States
DevelopmentStatus,Development Status,DevelopmentStatus,DevelopmentStatus,Completed,DevelopmentStatus,Completed
DevelopmentStatus,Development Status,DevelopmentStatus,DevelopmentStatus,Land/Home Package,DevelopmentStatus,Land/Home Package
DevelopmentStatus,Development Status,DevelopmentStatus,DevelopmentStatus,Proposed,DevelopmentStatus,Proposed
DevelopmentStatus,Development Status,DevelopmentStatus,DevelopmentStatus,Under Construction,DevelopmentStatus,Under Construction
DevelopmentStatus,Development Status,DevelopmentStatus,DevelopmentStatus,Completed,DevelopmentStatus,Completed
DevelopmentStatus,Development Status,DevelopmentStatus,DevelopmentStatus,Land/Home Package,DevelopmentStatus,Land/Home Package
DevelopmentStatus,Development Status,DevelopmentStatus,DevelopmentStatus,Proposed,DevelopmentStatus,Proposed
DevelopmentStatus,Development Status,DevelopmentStatus,DevelopmentStatus,Under Construction,DevelopmentStatus,Under Construction
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,French Doors,DoorFeatures,French Doors
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Insulated Door(s),DoorFeatures,Insulated Door(s)
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Mirrored Closet Door(s),DoorFeatures,Mirrored Closet Door(s)
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Pocket Doors,DoorFeatures,Pocket Doors
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Screen Door(s),DoorFeatures,Screen Door(s)
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Sliding Doors,DoorFeatures,Sliding Doors
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Storm Door(s),DoorFeatures,Storm Door(s)
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,French Doors,DoorFeatures,French Doors
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Insulated Door(s),DoorFeatures,Insulated Door(s)
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Mirrored Closet Door(s),DoorFeatures,Mirrored Closet Door(s)
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Pocket Doors,DoorFeatures,Pocket Doors
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Screen Door(s),DoorFeatures,Screen Door(s)
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Sliding Doors,DoorFeatures,Sliding Doors
DoorFeatures,Door Features,DoorFeatures,DoorFeatures,Storm Door(s),DoorFeatures,Storm Door(s)
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Above Ground Hot Tub / Spa,ExteriorFeatures,Above Ground Hot Tub / Spa
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Elevator,ExteriorFeatures,Elevator
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Fence,ExteriorFeatures,Fenced Pasture
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Fire Pit,ExteriorFeatures,Fire pit
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Dock - Floating,ExteriorFeatures,Floating Dock
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Hot Tub,ExteriorFeatures,Hot Tub
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Gas Grill,ExteriorFeatures,In-Ground Gas Grill
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,In-Ground Irrigation,ExteriorFeatures,In-Ground Irrigation
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,In-Ground Hot Tub / Spa,ExteriorFeatures,In-Ground Hot Tub / Spa
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Lawn Maintenance,ExteriorFeatures,Lawn Maintenance
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Livestock Run In,ExteriorFeatures,Livestock Run In
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Other - See Remarks,ExteriorFeatures,Other - See Remarks
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Outdoor Kitchen,ExteriorFeatures,Outdoor Kitchen
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Outdoor Shower,ExteriorFeatures,Outdoor Shower
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Pool-Above Ground,ExteriorFeatures,Pool-Above Ground
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,In Ground Pool,ExteriorFeatures,Pool-In-Ground
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Porte-cochere,ExteriorFeatures,Porte-cochere
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Rainwater Catchment,ExteriorFeatures,Rainwater Catchment
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Rooftop Terrace,ExteriorFeatures,Rooftop Terrace
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Sauna,ExteriorFeatures,Sauna
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Storage,ExteriorFeatures,Storage
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Storage Unit (Off Site),ExteriorFeatures,Storage Unit (Off Site)
ExteriorFeatures,Exterior Features,ExteriorFeatures,ExteriorFeatures,Tennis Court(s),ExteriorFeatures,Tennis Court(s)
Fencing,Fencing,Fencing,Fencing,Back Yard,Fencing,Back Yard
Fencing,Fencing,Fencing,Fencing,Barbed Wire,Fencing,Barbed Wire
Fencing,Fencing,Fencing,Fencing,Chain Link,Fencing,Chain Link
Fencing,Fencing,Fencing,Fencing,Cross Fenced,Fencing,Cross Fenced
Fencing,Fencing,Fencing,Fencing,Electric,Fencing,Electric
Fencing,Fencing,Fencing,Fencing,Fenced,Fencing,Fenced
Fencing,Fencing,Fencing,Fencing,Front Yard,Fencing,Front Yard
Fencing,Fencing,Fencing,Fencing,Full,Fencing,Full
Fencing,Fencing,Fencing,Fencing,Invisible,Fencing,Invisible
Fencing,Fencing,Fencing,Fencing,Partial,Fencing,Partial
Fencing,Fencing,Fencing,Fencing,Privacy,Fencing,Privacy
Fencing,Fencing,Fencing,Fencing,Stone,Fencing,Stone
Fencing,Fencing,Fencing,Fencing,Wood,Fencing,Wood
Fencing,Fencing,Fencing,Fencing,Back Yard,Fencing,Back Yard
Fencing,Fencing,Fencing,Fencing,Barbed Wire,Fencing,Barbed Wire
Fencing,Fencing,Fencing,Fencing,Chain Link,Fencing,Chain Link
Fencing,Fencing,Fencing,Fencing,Cross Fenced,Fencing,Cross Fenced
Fencing,Fencing,Fencing,Fencing,Electric,Fencing,Electric
Fencing,Fencing,Fencing,Fencing,Fenced,Fencing,Fenced
Fencing,Fencing,Fencing,Fencing,Front Yard,Fencing,Front Yard
Fencing,Fencing,Fencing,Fencing,Full,Fencing,Full
Fencing,Fencing,Fencing,Fencing,Invisible,Fencing,Invisible
Fencing,Fencing,Fencing,Fencing,Partial,Fencing,Partial
Fencing,Fencing,Fencing,Fencing,Privacy,Fencing,Privacy
Fencing,Fencing,Fencing,Fencing,Stone,Fencing,Stone
Fencing,Fencing,Fencing,Fencing,Wood,Fencing,Wood
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Bonus Room,FireplaceFeatures,Bonus Room
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Den,FireplaceFeatures,Den
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Electric,FireplaceFeatures,Electric
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Family Room,FireplaceFeatures,Family Room
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Fire Pit,FireplaceFeatures,Fire pit
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Gas,FireplaceFeatures,Gas
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Gas Log,FireplaceFeatures,Gas Log(s)
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Gas Starter,FireplaceFeatures,Gas Starter
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Gas Vented,FireplaceFeatures,Gas Vented
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Great Room,FireplaceFeatures,Great Room
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Insert,FireplaceFeatures,Insert
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Keeping Room,FireplaceFeatures,Keeping Room
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Kitchen,FireplaceFeatures,Kitchen
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Living Room,FireplaceFeatures,Living Room
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Primary Bedroom,FireplaceFeatures,Primary Bedroom
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Non-Functional,FireplaceFeatures,Non-functioning
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Other - See Remarks,FireplaceFeatures,Other - See Remarks
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Outside,FireplaceFeatures,Outside
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Pellet Stove,FireplaceFeatures,Pellet Stove
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Porch,FireplaceFeatures,Porch
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Propane,FireplaceFeatures,Propane
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Recreation Room,FireplaceFeatures,Recreation Room
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,See Through,FireplaceFeatures,See Through
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Gas Unvented,FireplaceFeatures,Gas Unvented
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Wood Burning,FireplaceFeatures,Wood Burning
FireplaceFeatures,Fireplace Features,FireplaceFeatures,FireplaceFeatures,Wood Burning Stove,FireplaceFeatures,Wood Burning Stove
Flooring,Flooring,Flooring,Flooring,Bamboo,Flooring,Bamboo
Flooring,Flooring,Flooring,Flooring,Brick,Flooring,Brick
Flooring,Flooring,Flooring,Flooring,Carpet,Flooring,Carpet
Flooring,Flooring,Flooring,Flooring,Concrete,Flooring,Concrete
Flooring,Flooring,Flooring,Flooring,Cork,Flooring,Cork
Flooring,Flooring,Flooring,Flooring,Tile,Flooring,Laminate Tile
Flooring,Flooring,Flooring,Flooring,Laminate,Flooring,Laminate Stone
Flooring,Flooring,Flooring,Flooring,Laminate,Flooring,Laminate Wood
Flooring,Flooring,Flooring,Flooring,Linoleum,Flooring,Linoleum
Flooring,Flooring,Flooring,Flooring,Marble,Flooring,Marble
Flooring,Flooring,Flooring,Flooring,Other - See Remarks,Flooring,Other - See Remarks
Flooring,Flooring,Flooring,Flooring,Parquet,Flooring,Parquet
Flooring,Flooring,Flooring,Flooring,Hardwood,Flooring,Prefinished Wood
Flooring,Flooring,Flooring,Flooring,Slate,Flooring,Slate
Flooring,Flooring,Flooring,Flooring,Stone,Flooring,Stone
Flooring,Flooring,Flooring,Flooring,Sustainable,Flooring,Sustainable
Flooring,Flooring,Flooring,Flooring,Terrazzo,Flooring,Terrazzo
Flooring,Flooring,Flooring,Flooring,Tile,Flooring,Tile
Flooring,Flooring,Flooring,Flooring,Vinyl,Flooring,Vinyl
Flooring,Flooring,Flooring,Flooring,Vinyl,Flooring,Vinyl Plank
Flooring,Flooring,Flooring,Flooring,Wood,Flooring,Wood
FoundationDetails,Foundation Details,FoundationDetails,FoundationDetails,Basement,FoundationDetails,Basement
FoundationDetails,Foundation Details,FoundationDetails,FoundationDetails,Crawl Space,FoundationDetails,Crawl Space
FoundationDetails,Foundation Details,FoundationDetails,FoundationDetails,None,FoundationDetails,N/A
FoundationDetails,Foundation Details,FoundationDetails,FoundationDetails,Other - See Remarks,FoundationDetails,Other - See Remarks
FoundationDetails,Foundation Details,FoundationDetails,FoundationDetails,Permanent,FoundationDetails,Permanent
FoundationDetails,Foundation Details,FoundationDetails,FoundationDetails,Pillar/Post/Pier,FoundationDetails,Pillar/Post/Pier
FoundationDetails,Foundation Details,FoundationDetails,FoundationDetails,Slab,FoundationDetails,Slab
FoundationDetails,Foundation Details,FoundationDetails,FoundationDetails,Stone,FoundationDetails,Stone
Furnished,Furnished,Furnished,Furnished,Furnished,Furnished,Furnished
Furnished,Furnished,Furnished,Furnished,Negotiable,Furnished,Negotiable
Furnished,Furnished,Furnished,Furnished,Partially,Furnished,Partially
Furnished,Furnished,Furnished,Furnished,Unfurnished,Furnished,Unfurnished
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Advanced Framing,GreenSustainability,Advanced Framing
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Concrete Construction,GreenSustainability,Concrete Construction
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Engineered Wood Products,GreenSustainability,Engineered Wood Products
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Low VOC Coatings,GreenSustainability,Low VOC Coatings
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,No VOC Coatings,GreenSustainability,No VOC Coatings
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Photovoltaic - Solar Power,GreenSustainability,Photovoltaic - Solar Power
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Recycled Materials,GreenSustainability,Recycled Materials
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Salvaged Materials,GreenSustainability,Salvaged Materials
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Spray Foam Insulation,GreenSustainability,Spray Foam Insulation
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,XeriscapinDrought Resist. Plnts,GreenSustainability,XeriscapinDrought Resist. Plnts
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Advanced Framing,GreenSustainability,Advanced Framing
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Concrete Construction,GreenSustainability,Concrete Construction
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Engineered Wood Products,GreenSustainability,Engineered Wood Products
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Low VOC Coatings,GreenSustainability,Low VOC Coatings
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,No VOC Coatings,GreenSustainability,No VOC Coatings
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Photovoltaic - Solar Power,GreenSustainability,Photovoltaic - Solar Power
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Recycled Materials,GreenSustainability,Recycled Materials
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Salvaged Materials,GreenSustainability,Salvaged Materials
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,Spray Foam Insulation,GreenSustainability,Spray Foam Insulation
GreenSustainability,Green Sustainability,GreenSustainability,GreenSustainability,XeriscapinDrought Resist. Plnts,GreenSustainability,XeriscapinDrought Resist. Plnts
Heating,Heating,Heating,Heating,Active Solar,Heating,Active Solar Heat
Heating,Heating,Heating,Heating,Apollo System,Heating,Apollo System
Heating,Heating,Heating,Heating,Baseboard,Heating,Baseboard
Heating,Heating,Heating,Heating,Central,Heating,Central
Heating,Heating,Heating,Heating,Ductless,Heating,Ductless
Heating,Heating,Heating,Heating,Electric,Heating,Electric
Heating,Heating,Heating,Heating,ENERGY STAR Qualified Equipment,Heating,Energy Star HVAC
Heating,Heating,Heating,Heating,Floor Furnace,Heating,Floor Furnace
Heating,Heating,Heating,Heating,Forced Air,Heating,Forced Air
Heating,Heating,Heating,Heating,Fresh Air Ventilation,Heating,Fresh Air Ventilation
Heating,Heating,Heating,Heating,Geothermal,Heating,Geothermal
Heating,Heating,Heating,Heating,Heat Pump,Heating,Heat Pump
Heating,Heating,Heating,Heating,Hot Water,Heating,Hot Water
Heating,Heating,Heating,Heating,Humidity Control,Heating,Humidity Control
Heating,Heating,Heating,Heating,Kerosene,Heating,Kerosene
Heating,Heating,Heating,Heating,None,Heating,N/A
Heating,Heating,Heating,Heating,Natural Gas,Heating,Natural Gas
Heating,Heating,Heating,Heating,None,Heating,None
Heating,Heating,Heating,Heating,Office Only,Heating,Office only
Heating,Heating,Heating,Heating,Oil,Heating,Oil
Heating,Heating,Heating,Heating,Other - See Remarks,Heating,Other - See Remarks
Heating,Heating,Heating,Heating,Passive Solar,Heating,Passive Solar
Heating,Heating,Heating,Heating,Propane,Heating,Propane
Heating,Heating,Heating,Heating,Radiant Floor,Heating,Radiant Floor
Heating,Heating,Heating,Heating,Radiant,Heating,Radiant
Heating,Heating,Heating,Heating,Sealed Combustion Fireplace,Heating,Sealed Combustion Fireplace
Heating,Heating,Heating,Heating,Sealed Combustion Woodstove,Heating,Sealed Combustion Woodstove
Heating,Heating,Heating,Heating,Separate Meters,Heating,Separate Meters
Heating,Heating,Heating,Heating,Solar,Heating,Solar
Heating,Heating,Heating,Heating,Space Heater,Heating,Space Heater
Heating,Heating,Heating,Heating,Steam,Heating,Steam
Heating,Heating,Heating,Heating,Total Area,Heating,Total Area
Heating,Heating,Heating,Heating,Wood Stove,Heating,Woodstove
Heating,Heating,Heating,Heating,Wall Furnace,Heating,Wall Furnace
Heating,Heating,Heating,Heating,Zoned,Heating,Zoned
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Arena,HorseAmenities,Arena
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Arena covered,HorseAmenities,Arena covered
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Barn,HorseAmenities,Barn
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Boarding Facilities,HorseAmenities,Boarding Facilities
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Corral(s),HorseAmenities,Corral(s)
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Equestrian Facilities,HorseAmenities,Equestrian Facilities
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Hay Storage,HorseAmenities,Hay Storage
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Horses Allowed,HorseAmenities,Horses Allowed
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,None,HorseAmenities,None
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Other - See Remarks,HorseAmenities,Other - See Remarks
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Paddocks,HorseAmenities,Paddocks
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Palpation Chute,HorseAmenities,Palpation Chute
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Pasture,HorseAmenities,Pasture
HorseAmenities,Horse Amenities,HorseAmenities,HorseAmenities,Riding Trail,HorseAmenities,Riding Trail
